CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS78 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.41,0.56,,21.08,,3.22,4.83,,8.94,1.95,0.12,,0.55,1.46,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243154
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS79 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.6,0.68,,20.47,,4.52,3.79,,9.28,2.3,0.12,,0.43,1.28,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243155
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS81 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,57.45,0.6,,18.8,,4.75,3.1,,7.66,1.9,0.1,,0.4,1.5,,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243156
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS82 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.57,0.68,,19.84,,4.54,4.48,,9.55,1.8,1.15,,0.55,1.5,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243157
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS83 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,58.61,0.64,,19.42,,2.6,4.83,,8.33,1.8,0.16,,0.64,1.86,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243158
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SS84 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.95,0.62,,19.4,,2.06,6.15,,8.19,4.68,0.17,,0.4,1.86,0.12,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243159
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s MI84 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,58.74,0.77,,16.6,,3.14,3.92,,7.6,4.04,0.1,,0.8,2.52,0.05,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243160
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s FX11 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,59.04,0.72,,17.4,,4.17,2.7,,7.18,3.5,0.12,,0.95,2.7,0.02,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243161
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s RH33 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.71,0.66,,20.71,,1.96,3.5,,9.45,3.19,0.11,,0.59,2.03,0.08,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243162
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s SS48 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,55.29,0.68,,18.4,,3.75,4.14,,8.2,3.18,0.14,,1.86,3.1,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243163
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s SS59 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,52.78,0.68,,21.44,,6.89,2.93,,7.66,2.48,0.2,,0.94,2.4,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243164
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s SS50 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.9,0.6,,19.12,,4.1,4.21,,8.33,1.94,0.15,,0.85,2.46,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243165
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s SS51 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.59,0.6,,19.64,,3.65,4.65,,7.8,1.5,0.13,,0.94,2.53,0.05,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243166
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s SS52 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,63.76,0.4,,15.74,,4.13,1.2,,4.84,1.94,0.11,,1.86,3.28,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243167
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s MI64 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,58.7,0.62,,17.46,,4.18,2.35,,6.17,2.42,0.08,,1.08,2.83,0.03,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243168
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-6.94,-6.94,129.11,129.11,SUBAERIAL,,,s 47A [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.9,0.56,,19.2,,6.88,0.69,,7.66,3,0.56,,1.13,3.1,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243169
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-6.94,-6.94,129.11,129.11,SUBAERIAL,,,s 48B [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.9,0.56,,19.34,,3.81,2.7,,7.12,2.7,0.56,,1.31,3.1,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243170
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-6.94,-6.94,129.11,129.11,SUBAERIAL,,,s MI58 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.25,0.78,,17.88,,5.22,2.75,,7.49,3.64,0.12,,0.88,2.4,0.07,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243171
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / DAMAR / PACIFIC OCEAN,,-7.11,-7.11,128.55,128.55,SUBAERIAL,,,s SS34 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.64,0.76,,19.76,,5.83,2.76,,6.52,1.86,0.15,,1.48,3.1,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243172
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / DAMAR / PACIFIC OCEAN,,-7.11,-7.11,128.55,128.55,SUBAERIAL,,,s SS46 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,53.07,0.76,,21.82,,3.73,4.65,,8.74,1.59,0.12,,0.94,2.86,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243173
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / DAMAR / PACIFIC OCEAN,,-7.11,-7.11,128.55,128.55,SUBAERIAL,,,s MI50 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,57.42,0.77,,18.1,,2.8,5.1,,7.66,3.7,0.12,,1.34,2.03,0.07,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243174
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / DAMAR / PACIFIC OCEAN,,-7.11,-7.11,128.55,128.55,SUBAERIAL,,,s SS107 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,54.74,0.62,,21.1,,2.75,4.8,,6.59,3.73,0.21,,1.35,2.7,0.61,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243175
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / WETAR / BANDA SEA / PACIFIC OCEAN,,-7.8,-7.8,126.3,126.3,SUBAERIAL,,,s SS108 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.4,0.5,,21.81,,2.99,3.75,,5.69,2.9,0.13,,1.6,2.4,0.37,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243176
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / WETAR / BANDA SEA / PACIFIC OCEAN,,-7.8,-7.8,126.3,126.3,SUBAERIAL,,,s SS109 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,56.69,0.54,,20.88,,8.38,3,,5.55,3.59,0.12,,1.6,2.4,0.43,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243177
[8599],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / WETAR / BANDA SEA / PACIFIC OCEAN,,-7.8,-7.8,126.3,126.3,SUBAERIAL,,,s SS100 [8599],NOT GIVEN [8599],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8599] ,57.81,0.6,,18.95,,3.36,3.6,,6.31,3.68,0.14,,1.86,2.7,0.41,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243178
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / MANUK / PACIFIC OCEAN,,-5.5,-5.5,130.22,130.22,SUBAERIAL,,,s PAJ-3 [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,56.84,0.78,,17.51,,,,6.77,8.67,4.72,,,0.89,3.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7390,,,,,,,,,,,,,,,,,30.9,213,,,,,,,,,,,,,,,1.7,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70528,,,,,,,,,,,,,,,,,,,,,44112
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s CH-40 [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,56.56,0.64,,18.4,,,,6.98,8.98,4.1,,,1.97,2.6,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400,,,,,,,,,,,,,,,,,83.4,412,,,,,,,,,,,,,,,8,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70764,,,,,,,,,,,,,,,,,,,,,44123
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-6.94,-6.94,129.11,129.11,SUBAERIAL,,,s CH-31 [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,59.31,0.68,,18.29,,,,5.9,7.22,3.1,,,1.94,3.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16100,,,,,,,,,,,,,,,,,69.1,500,,,,,,,,,,,,,,,2.2,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70754,,,,,,,,,,,,,,,,,,,,,44130
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-7_LEACHED [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70821,,,,,,,,,,,,,,,,,,,,,44143
[2708],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s T-3_LEACHED [2708],BASALT [2708],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2708] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70918,,,,,,,,,,,,,,,,,,,,,44144
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / BANDA NAIRA / PACIFIC OCEAN,,-5,-7,129,132,SUBAERIAL,,,s BN4A1 [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,53.7,,,,,,,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5199,2.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283114,,,,,,,524028
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / MANUK / PACIFIC OCEAN,,-5.5,-5.5,130.22,130.22,SUBAERIAL,,,s MA2D [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,56.63,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4139,2.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283057,,,,,,,524029
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / MANUK / PACIFIC OCEAN,,-5.5,-5.5,130.22,130.22,SUBAERIAL,,,s MA6A1 [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,56.35,,,,,,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4326,2.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28305,,,,,,,524031
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / SERUA / PACIFIC OCEAN,,-6.33,-6.33,130.03,130.03,SUBAERIAL,,,s SE21A [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,59.81,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3428,2.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282755,,,,,,,524033
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s NI9A [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,57.68,,,,,,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4001,3.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282996,,,,,,,524036
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s NI17A [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,57.8,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5736,3.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282993,,,,,,,524037
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / NILA / PACIFIC OCEAN,,-6.66,-6.66,129.49,129.49,SUBAERIAL,,,s NI18A1 [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,51.93,,,,,,,,,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2579,1.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28301,,,,,,,524038
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-7,-7,129.1,129.1,SUBAERIAL,,,s TE2B2 [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,54.79,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3235,2.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282899,,,,,,,524040
[15235],CONVERGENT MARGIN,BANDA ARC / BANDA ARC / TEUN (TEON) / PACIFIC OCEAN,,-7,-7,129.1,129.1,SUBAERIAL,,,s TE4B [15235],NOT GIVEN [15235],,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [15235] ,57.86,,,,,,,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3248,3.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.282877,,,,,,,524041
